,SAMPLE_ID,BORO,BFE_DAY,ROUTE,SPA_DIR,LVTIME,ARRTIME,MILEAGE,ORIGIN,DESTINATION,TRIP_TYPE,LAT_O,LONG_O,LAT_D,LONG_D,BEF_SRT_TIME,BEF_SRT_DEST_TIME,BEF_SPA_DIR,BEF_LAT_O,BEF_LONG_D,RET_SRT_TIME,RET_SRT_DEST_TIME,RET_SPA_DIR,DURATION,SWITCH
455,51536,M,SUNDAY,M42,EB,2355,15,2.097,12 AV / 42 ST,E 41 ST / 1 AV,Local,40.76215,-74.00144,40.74798,-73.96979499999999,2300.0,2318.0,WB,40.747864,-74.00097,40.0,58.0,WB,18.0,0
456,51537,BX,SUNDAY,BX29,WB,1648,1714,6.223,CITY ISLAND AV / ROCHELLE ST,CO-OP CITY BL / Bartow Av,Local,40.83918,-73.78325,40.86882,-73.82646,1556.0,1618.0,EB,40.869279999999996,-73.78363,1809.0,1833.0,EB,24.0,0
457,51538,Q,SUNDAY,Q88,EB,1448,1535,9.019,92 ST / 59 AV,AMBOY LA / JAMAICA AV,Local,40.734272,-73.86929,40.71792,-73.73638000000001,1342.0,1428.0,WB,40.717834,-73.86959,1554.0,1640.0,WB,46.0,0
458,51539,Q,SUNDAY,Q5,EB,804,838,6.986000000000001,TEARDROP / LAYOVER,WEST CIRCLE DR / PARKING STRUCTURE (ARR,Local,40.701316999999996,-73.802925,40.661429999999996,-73.72139,659.0,725.0,WB,40.666042,-73.80299000000001,900.0,935.0,WB,35.0,0
459,51540,B,SUNDAY,B12,WB,2142,2216,4.151,ALABAMA AV / FULTON ST,PARKSIDE AV / OCEAN AV,Local,40.676743,-73.89994,40.654846,-73.961754,2036.0,2116.0,EB,40.65513,-73.89966,2245.0,2319.0,EB,34.0,0
460,51541,Q,SUNDAY,Q60,EB,1504,1618,10.655999999999999,E 60 ST / 2 AV,157 ST / 109 AV,Local,40.76125,-73.96372,40.693356,-73.794556,1320.0,1444.0,WB,40.693176,-73.963646,1657.0,1817.0,WB,80.0,0
461,51542,BX,SUNDAY,BX13,WB,1835,1904,2.995,RIVER AV / E 150 ST,W 179 ST / BROADWAY,Local,40.820633,-73.9295,40.849113,-73.93775,1742.0,1812.0,EB,40.848490000000005,-73.93004599999999,1924.0,1952.0,EB,28.0,0
462,51543,M,SUNDAY,M11,SB,1638,1745,7.553999999999999,RIVERBANK / STATE PARK,HUDSON ST / BETHUNE ST,Local,40.82665,-73.955505,40.737072,-74.00587,1509.0,1613.0,NB,40.736988000000004,-73.95538,1811.0,1912.0,NB,61.0,0
463,51544,Q,SUNDAY,Q59,WB,1616,1708,7.03,QUEENS BL / 62 DR,BROADWAY / ROEBLING ST,Local,40.731228,-73.86459,40.70933,-73.960396,1506.0,1551.0,EB,40.709354,-73.86443,1730.0,1814.0,EB,44.0,0
464,51545,BX,WKD,BX27,NB,657,727,3.508,SOUNDVIEW AV / SOUNDVIEW FERRY,W FARMS RD / HOE AV,Local,40.805744,-73.8488,40.825503999999995,-73.89116,618.0,637.0,SB,40.82497,-73.84884,754.0,820.0,SB,26.0,0
465,51546,BX,WKD,BX7,SB,729,826,6.068,RIVERDALE AV / W 263 ST,ST NICHOLAS AV / W 167 ST,Local,40.912365,-73.902695,40.839813,-73.93974,627.0,710.0,NB,40.84088,-73.902534,848.0,937.0,NB,49.0,0
466,51547,B,WKD,B62,NB,1132,1241,7.787000000000001,BOERUM PL / SCHERMERHORN ST,28 ST / QUEENS PLZ S,Local,40.690594,-73.98939,40.749577,-73.93915600000001,951.0,1057.0,SB,40.74861,-73.98947,1311.0,1417.0,SB,66.0,0
467,51548,Q,WKD,Q31,NB,1920,2012,8.351,ARCHER AV / SUTPHIN BL,FRANCIS LEWIS BL / 27 AV,Local,40.700511999999996,-73.80783000000001,40.772594,-73.79500999999999,1750.0,1849.0,SB,40.772663,-73.80784,2040.0,2131.0,SB,51.0,0
468,47491,Q,WKD,Q49,EB,1620,1643,2.615,74 ST - ROOSEVELT AV T / Q49 STOP,31 AV / 102 ST,Local,40.746590000000005,-73.89075,40.76132,-73.86703,1536.0,1600.0,WB,40.761309999999995,-73.89072,1700.0,1724.0,WB,24.0,0
469,51840,BX,WKD,BX39,SB,2325,8,7.075,E 241 ST / CRANFORD AVE,SOUNDVIEW AV / CORNELL AV,Local,40.903217,-73.8497,40.807545000000005,-73.85233000000001,2215.0,2306.0,NB,40.80787,-73.849915,,,,0.0,0
470,51841,Q,SATURDAY,Q66,WB,1410,1509,7.127000000000001,ROOSEVELT AV / MAIN ST,28 ST / QUEENS PLZ S,Local,40.759353999999995,-73.83073399999999,40.749744,-73.93919,1242.0,1343.0,EB,40.7497,-73.8308,1530.0,1631.0,EB,61.0,0
471,51842,Q,SATURDAY,Q8,WB,1212,1315,7.895,165 ST TERM / Q8 STAND,GATEWAY CTR TERMINAL / GATEWAY DR,Local,40.70715,-73.79557,40.652714,-73.87623,1045.0,1152.0,EB,40.652794,-73.79544,1350.0,1500.0,EB,70.0,0
472,51843,Q,SATURDAY,Q88,WB,1521,1607,9.117,AMBOY LA / SPRINGFIELD BL,92 ST / 59 AV,Local,40.717834,-73.73563,40.73498,-73.86959,1419.0,1503.0,EB,40.734272,-73.73638000000001,1628.0,1712.0,EB,44.0,0
473,51844,M,SATURDAY,M96,EB,1857,1913,1.805,W 96 ST / WEST END AV,E 97 ST / 1 AV,Local,40.794933,-73.97269,40.784206,-73.94478000000001,1820.0,1838.0,WB,40.784527000000004,-73.97309,1929.0,1946.0,WB,17.0,0
474,51845,BX,SATURDAY,BX41,SB,918,1001,5.287999999999999,WHITE PLAINS RD / E GUN HILL RD,MELROSE AV / E 150 ST,Local,40.877876,-73.86666,40.816887,-73.91749,822.0,903.0,NB,40.815907,-73.86626,1022.0,1106.0,NB,44.0,0
475,51846,BX,SATURDAY,BX35,WB,1600,1639,3.8160000000000003,W FARMS RD / WESTCHESTER AV,179 ST / BROADWAY,Local,40.82497,-73.89144,40.848946000000005,-73.93678,1455.0,1535.0,EB,40.848953,-73.89126,1655.0,1735.0,EB,40.0,0
476,51847,BX,SATURDAY,BX9,NB,1100,1201,6.416,E TREMONT AV / E 177 ST,BROADWAY / W 262 ST,Local,40.839855,-73.87861,40.91023,-73.8965,947.0,1037.0,SB,40.910103,-73.87948,1223.0,1323.0,SB,60.0,0
477,51848,Q,SATURDAY,Q110,WB,1055,1124,4.7010000000000005,BELMONT PARK / HEMPSTEAD AV,88 AV / PARSONS BL,Local,40.71235,-73.72784399999999,40.706688,-73.80238,1010.0,1039.0,EB,40.70671,-73.72792,1140.0,1209.0,EB,29.0,0
478,51849,Q,SATURDAY,Q12,WB,1444,1524,6.093999999999999,NORTHERN BL / MORGAN ST,ROOSEVELT AV / UNION ST,Local,40.771706,-73.734695,40.7601,-73.82773,1351.0,1427.0,EB,40.7601,-73.73331,1551.0,1627.0,EB,36.0,0
479,51850,Q,SATURDAY,Q22,WB,1820,1858,8.285,BEACH 21 ST TERMINAL / BEACH 21 ST,BEACH 169 ST / ROCKAWAY POINT BL,Local,40.603905,-73.75399999999999,40.567394,-73.88274,1730.0,1800.0,EB,40.5812,-73.75401,1930.0,2010.0,EB,40.0,0
480,47503,BX,WKD,Q50,NB,1535,1634,12.334000000000001,ROOSEVELT AV / MAIN ST,EARHART LA / ERSKINE PL,Limited,40.759353999999995,-73.83073399999999,40.861275,-73.82268,1415.0,1509.0,SB,40.861336,-73.8308,1700.0,1755.0,SB,55.0,0
481,51851,M,SATURDAY,M42,WB,1831,1853,2.083,E 41 ST / 1 AV,12 AV / W 42 ST,Local,40.747864,-73.969574,40.762547,-74.00097,1746.0,1812.0,EB,40.76215,-73.96979499999999,1918.0,1944.0,EB,26.0,0
482,51852,Q,SATURDAY,Q37,SB,1920,1954,5.284,UNION TPK / KEW GARDENS RD,135 RD / 130 PL,Local,40.714034999999996,-73.831215,40.667664,-73.80873000000001,1830.0,1902.0,NB,40.66767,-73.831375,2030.0,2057.0,NB,27.0,0
483,51853,B,SATURDAY,B42,NB,905,916,1.3130000000000002,ROCKAWAY PY / SHORE PY SR N,ROCKAWAY PKY / GLENWOOD RD,Local,40.631306,-73.88668,40.645744,-73.90292,838.0,846.0,SB,40.645863,-73.88729000000001,935.0,945.0,SB,10.0,0
484,47507,BX,WKD,Q50,NB,1035,1129,12.334000000000001,ROOSEVELT AV / MAIN ST,EARHART LA / ERSKINE PL,Limited,40.759353999999995,-73.83073399999999,40.861275,-73.82268,910.0,1000.0,SB,40.861336,-73.8308,1200.0,1253.0,SB,53.0,0
485,51854,BX,SATURDAY,BX13,WB,736,801,2.995,RIVER AV / E 150 ST,W 179 ST / BROADWAY,Local,40.820633,-73.9295,40.849113,-73.93775,640.0,702.0,EB,40.848490000000005,-73.93004599999999,828.0,854.0,EB,26.0,0
486,51839,Q,WKD,Q46,WB,2322,2353,7.792999999999999,L.I.J.MEDICAL RDWY / 271 ST,QUEENS BL / 78 CR,Local,40.755062,-73.70640999999999,40.714733,-73.83123,2219.0,2259.0,EB,40.71522,-73.70659,,,,0.0,0
487,51282,M,SATURDAY,M66,EB,1633,1655,2.075,W 66 ST / WEST END AV,EAST 68 ST / YORK AV,Local,40.77601,-73.98702,40.76425,-73.95575,1549.0,1610.0,WB,40.763909999999996,-73.98680999999999,1719.0,1740.0,WB,21.0,0
488,51283,M,SATURDAY,M50,WB,930,951,2.145,E 49 ST / 1 AV,12 AV / W 42 ST,Local,40.75351,-73.966965,40.762547,-74.00097,830.0,851.0,EB,40.76215,-73.96686,1030.0,1055.0,EB,25.0,0
489,51284,B,SATURDAY,B15,EB,742,855,12.696,MARCUS GARVEY BL / BROADWAY,JFK AIRPORT / TERMINAL 5 AirTrain ST,Local,40.699715000000005,-73.94144399999999,40.646954,-73.77951999999999,616.0,727.0,WB,40.647465000000004,-73.94147,923.0,1044.0,WB,81.0,0
490,51285,BX,SATURDAY,BX3,NB,904,935,4.391,BROADWAY / 179 ST,W 238 ST / BROADWAY,Local,40.849327,-73.9365,40.885082000000004,-73.90043,816.0,846.0,SB,40.884968,-73.93689,955.0,1027.0,SB,32.0,0
491,51286,Q,SATURDAY,Q56,WB,1415,1510,6.58,JAMAICA AV / 170 ST,VAN SINDEREN AV / FULTON ST,Local,40.707287,-73.78958,40.678608000000004,-73.90366,1258.0,1355.0,EB,40.67839,-73.78988000000001,1534.0,1631.0,EB,57.0,0
492,51287,B,SATURDAY,B15,EB,651,759,12.696,MARCUS GARVEY BL / BROADWAY,JFK AIRPORT / TERMINAL 5 AirTrain ST,Local,40.699715000000005,-73.94144399999999,40.646954,-73.77951999999999,523.0,629.0,WB,40.647465000000004,-73.94147,833.0,952.0,WB,79.0,0
493,51288,B,SATURDAY,B6,EB,1906,2019,10.122,CROPSEY AV AV / BAY 37 ST,LIVONIA AV / ASHFORD ST,Limited,40.59347,-73.99398000000001,40.66642,-73.883385,1725.0,1850.0,WB,40.666385999999996,-73.993385,2040.0,2152.0,WB,72.0,0
494,51289,Q,SATURDAY,Q5,WB,1943,2015,6.345,WEST CIRCLE DR / PARKING STRUCTURE,TEARDROP / LAYOVER,Local,40.661694,-73.72242,40.701298,-73.80299000000001,1841.0,1922.0,EB,40.701316999999996,-73.72139,2032.0,2113.0,EB,41.0,0
495,51290,BX,SATURDAY,BX9,NB,1210,1312,6.416,E TREMONT AV / E 177 ST,BROADWAY / W 262 ST,Local,40.839855,-73.87861,40.91023,-73.8965,1043.0,1139.0,SB,40.910103,-73.87948,1330.0,1432.0,SB,62.0,0
496,51291,Q,SATURDAY,Q2,EB,1638,1710,4.938,165 ST / TERMINAL,HEMPSTEAD AV / 225 ST,Local,40.7078,-73.79556,40.711420000000004,-73.72916,1548.0,1616.0,WB,40.711704,-73.79524,1736.0,1804.0,WB,28.0,0
497,51292,Q,SUNDAY,Q64,WB,1600,1616,2.383,JEWEL AV / 164 ST,108 ST / QUEENS BL,Local,40.731840000000005,-73.80538,40.721817,-73.843925,1522.0,1540.0,EB,40.721783,-73.80530999999999,1634.0,1652.0,EB,18.0,0
498,51293,Q,SUNDAY,Q28,EB,1006,1033,4.865,39 AV / 138 ST,23 AV / BELL BL,Local,40.76097,-73.82706,40.782276,-73.77701,908.0,938.0,WB,40.782257,-73.82728,1056.0,1126.0,WB,30.0,0
499,51294,Q,SUNDAY,Q9,NB,2155,2214,3.359,LINCOLN ST / ROCKAWAY BL,165 ST TERM / MTA BUS STAND,Local,40.67515,-73.80735,40.707226,-73.79544,2055.0,2115.0,SB,40.707046999999996,-73.80734,2255.0,2312.0,SB,17.0,0
500,51295,BX,SUNDAY,BX40,EB,953,1057,8.318999999999999,SEDGWICK AV / CEDAR AV,PENNYFIELD AV / FT SCHUYLER ENT,Local,40.852318,-73.92022,40.809074,-73.801895,809.0,910.0,WB,40.809174,-73.92009,1206.0,1312.0,WB,66.0,0
501,51296,BX,SUNDAY,BX7,SB,1806,1855,6.068,RIVERDALE AV / W 263 ST,ST NICHOLAS AV / W 167 ST,Local,40.912365,-73.902695,40.839813,-73.93974,1639.0,1727.0,NB,40.84088,-73.902534,1925.0,2011.0,NB,46.0,0
502,51297,S,SUNDAY,S76,SB,1130,1211,9.182,ST GEORGE FERRY / S 76 & S86,MILL RD / TARLTON ST,Local,40.64328,-74.073616,40.553856,-74.11731999999999,1013.0,1055.0,NB,40.55387,-74.07313,1310.0,1356.0,NB,46.0,0
503,51298,M,SUNDAY,M72,WB,1200,1227,3.0789999999999997,E 72 ST / YORK AV,W 66 ST / FREEDOM PL,Local,40.766953,-73.95411,40.776493,-73.98873,1100.0,1122.0,EB,40.7765,-73.95415,1300.0,1328.0,EB,28.0,0
504,51299,B,SUNDAY,B52,WB,1734,1822,5.041,PALMETTO ST / ST NICHOLAS AV,CADMAN PZ W / TILLARY ST,Local,40.70042,-73.90999000000001,40.693867,-73.99041,1629.0,1714.0,EB,40.695988,-73.911224,1841.0,1924.0,EB,43.0,0
505,51550,Q,WKD,Q17,NB,1637,1730,6.9639999999999995,MERRICK BL / JAMAICA AV,138 ST / 37 AV,Local,40.705890000000004,-73.794,40.76175,-73.82954000000001,1507.0,1610.0,SB,40.761806,-73.794014,1753.0,1852.0,SB,59.0,0
506,51551,BX,WKD,BX19,NB,1658,1820,7.017,RIVERBANK / STATE PARK,SOUTHERN BL / BOTANICAL GARDENS,Local,40.82665,-73.955505,40.861202,-73.88067,1516.0,1640.0,SB,40.861247999999996,-73.95538,1855.0,2001.0,SB,66.0,0
507,51552,Q,WKD,Q58,EB,751,901,8.078,PALMETTO ST / MYRTLE AV,41 RD / MAIN ST,Limited,40.700176,-73.910255,40.757362,-73.82937,625.0,722.0,WB,40.757393,-73.91077,918.0,1019.0,WB,61.0,0
508,51553,Q,WKD,Q113,NB,1123,1220,10.467,SEAGIRT BL / CREST RD,HILLSIDE AV / PARSONS BL,Limited,40.59506,-73.75569,40.707504,-73.80332,938.0,1029.0,SB,40.70643,-73.754745,1250.0,1343.0,SB,53.0,0
509,46631,Q,WKD,Q19,WB,1010,1044,6.3839999999999995,ROOSEVELT AV / MAIN ST,27 AV / 2 ST,Local,40.759353999999995,-73.83073399999999,40.77536,-73.93513,905.0,943.0,EB,40.775143,-73.8308,1125.0,1200.0,EB,35.0,0
510,51554,B,WKD,B13,SB,1130,1235,8.632,WYCKOFF AV / DE KALB AV,GATEWAY CTR TERM / GATEWAY DR,Local,40.704322999999995,-73.919365,40.65282,-73.876755,1010.0,1114.0,NB,40.652687,-73.919464,1310.0,1418.0,NB,68.0,0
511,51555,Q,WKD,Q6,SB,2240,2313,5.193,165 ST TERM / Q6 STAND,EASTERN RD / BLDG 77 HALMAR,Local,40.707091999999996,-73.79553,40.652570000000004,-73.7655,2140.0,2213.0,NB,40.652640000000005,-73.79544,2355.0,24.0,NB,29.0,0
512,51556,B,WKD,B42,SB,904,915,1.129,ROCKAWAY PKWY / GLENWOOD RD,ROCKAWAY PY / SCHENCK ST,Local,40.645863,-73.90298,40.631428,-73.88729000000001,835.0,847.0,NB,40.631306,-73.90292,938.0,950.0,NB,12.0,0
513,51557,B,WKD,B41,SB,1127,1238,7.627000000000001,CADMAN PLAZA WEST / JOHNSON ST,Flatbush Av / Av U,Local,40.695538,-73.99083,40.60921,-73.92151,942.0,1059.0,NB,40.609253,-73.99078,1259.0,1417.0,NB,78.0,0
514,51558,BX,WKD,BX4A,SB,1817,1903,4.888999999999999,LANE AV / BENSON AV,E 149 ST / BERGEN AV,Local,40.840796999999995,-73.843285,40.815666,-73.91664,1704.0,1757.0,NB,40.81588,-73.84324000000001,1926.0,2010.0,NB,44.0,0
515,51559,Q,WKD,Q49,EB,1545,1608,2.615,74 ST - ROOSEVELT AV T / Q49 STOP,31 AV / 102 ST,Local,40.746590000000005,-73.89075,40.76132,-73.86703,1500.0,1524.0,WB,40.761309999999995,-73.89072,1630.0,1654.0,WB,24.0,0
516,51560,Q,WKD,Q58,WB,1512,1628,8.267999999999999,41 RD / MAIN ST,PALMETTO ST / WYCKOFF AV,Local,40.757393,-73.829285,40.699696,-73.91077,1337.0,1453.0,EB,40.700176,-73.82937,1652.0,1811.0,EB,79.0,0
517,51561,M,WKD,M100,SB,651,809,7.434,BROADWAY / W 219 ST,E 127 ST / 2 AV,Local,40.87177,-73.91309,40.80406,-73.93278000000001,532.0,625.0,NB,40.80404,-73.9128,828.0,942.0,NB,74.0,0
518,51562,M,WKD,M35,EB,2155,2203,2.3819999999999997,LEXINGTON AV / E 125 ST,SUNKEN GARDEN LOOP / Charles Gay CTR,Local,40.80458,-73.937416,40.785095,-73.93084,2119.0,2129.0,WB,40.785088,-73.93725,2223.0,2232.0,WB,9.0,0
519,46641,Q,WKD,Q21,NB,855,946,8.509,164 AV / 92 ST,HOFFMAN DR / WOODHAVEN BL,Local,40.650757,-73.83869,40.73318,-73.8713,740.0,817.0,SB,40.73315,-73.83859,1010.0,1047.0,SB,37.0,0
520,51564,B,WKD,B41,NB,744,857,7.294,FLATBUSH AV / KINGS PLAZA,CADMAN PZ W / JOHNSON ST,Limited,40.609253,-73.92154000000001,40.695408,-73.99078,,,,,,925.0,1024.0,SB,59.0,0
521,51565,M,WKD,M15,NB,400,446,8.595,SOUTH ST / WHITEHALL ST,E 126 ST / 2 AV,Local,40.701534,-74.01249,40.80315,-73.93226999999999,,,,,,508.0,602.0,SB,54.0,0
522,51549,BX,WKD,BX7,SB,1402,1502,6.068,RIVERDALE AV / W 263 ST,ST NICHOLAS AV / W 167 ST,Local,40.912365,-73.902695,40.839813,-73.93974,1248.0,1344.0,NB,40.84088,-73.902534,1528.0,1628.0,NB,60.0,0
523,51856,M,SATURDAY,M15,SB,2134,2252,8.628,E 126 ST / 2 AV,SOUTH ST / WHITEHALL ST,Local,40.80323,-73.93245,40.701607,-74.01222,2020.0,2119.0,NB,40.71086,-73.93226999999999,2316.0,17.0,NB,61.0,0
524,51857,B,SATURDAY,B12,EB,1700,1745,4.081,PARKSIDE AV / OCEAN AV,FULTON ST / ALABAMA AV,Local,40.65513,-73.96112,40.676815000000005,-73.89966,1602.0,1644.0,WB,40.676743,-73.961754,1802.0,1843.0,WB,41.0,0
525,51858,BX,SATURDAY,BX38,EB,2016,2059,5.8229999999999995,BAINBRIDGE AV / E 206 ST,BAY PZ / BARTOW AV,Local,40.87489,-73.87943,40.867348,-73.82458000000001,1842.0,1937.0,WB,40.866820000000004,-73.87939,2130.0,2214.0,WB,44.0,0
526,51859,M,SATURDAY,M106,EB,1525,1546,2.425,W 96 ST / WEST END AV,E 105 ST / FDR DR,Local,40.794933,-73.97269,40.788216,-73.93842,1425.0,1449.0,WB,40.788277,-73.97309,1655.0,1717.0,WB,22.0,0
527,51860,Q,SUNDAY,Q59,WB,835,917,7.03,QUEENS BL / 62 DR,BROADWAY / ROEBLING ST,Local,40.731228,-73.86459,40.70933,-73.960396,705.0,749.0,EB,40.709354,-73.86443,1000.0,1046.0,EB,46.0,0
528,47515,Q,WKD,Q10,SB,728,815,7.5729999999999995,KEW GARDENS RD / 80 RD,JFK AIRPORT / TERMINAL 5 AirTrain ST,Local,40.713640000000005,-73.830246,40.64741,-73.77981,633.0,710.0,NB,40.665366999999996,-73.83015,840.0,924.0,NB,44.0,0
529,51861,Q,SUNDAY,Q88,EB,1236,1322,9.019,92 ST / 59 AV,AMBOY LA / JAMAICA AV,Local,40.734272,-73.86929,40.71792,-73.73638000000001,1130.0,1215.0,WB,40.717834,-73.86959,1342.0,1428.0,WB,46.0,0
530,51862,Q,SUNDAY,Q13,EB,2018,2053,5.831,39 AV / 138 ST,TOTTEN AV / CROSS ISLAND PKY,Local,40.76101,-73.82704,40.79135,-73.78095,1918.0,1950.0,WB,40.791428,-73.82728,2118.0,2150.0,WB,32.0,0
531,51863,Q,SUNDAY,Q60,EB,1752,1902,10.655999999999999,E 60 ST / 2 AV,157 ST / 109 AV,Local,40.76125,-73.96372,40.693356,-73.794556,1608.0,1730.0,WB,40.693176,-73.963646,1930.0,2044.0,WB,74.0,0
532,51864,M,SUNDAY,M57,EB,1002,1027,2.8080000000000003,W 72 ST / BROADWAY,E 60 ST / YORK AV,Local,40.77913,-73.982765,40.75952,-73.959885,907.0,933.0,WB,40.75931,-73.982254,1102.0,1132.0,WB,30.0,0
533,51865,B,SUNDAY,B68,SB,1732,1829,7.597,PROSPECT PK SW / BARTEL PRITCHARD SQ,STILLWELL / TERMINAL,Local,40.6607,-73.97941,40.576862,-73.981026,1613.0,1713.0,NB,40.577015,-73.97939000000001,1853.0,1951.0,NB,58.0,0
534,51866,M,SUNDAY,M42,WB,2155,2215,2.083,E 41 ST / 1 AV,12 AV / W 42 ST,Local,40.747864,-73.969574,40.762547,-74.00097,2105.0,2127.0,EB,40.76215,-73.96979499999999,2235.0,2254.0,EB,19.0,0
535,51867,B,SUNDAY,B60,NB,1015,1116,7.82,WILLIAMS AV / FLATLANDS AV,WASHINGTON PLZ / WASHINGTON PLZ,Local,40.650085,-73.89143,40.709538,-73.95956,845.0,943.0,SB,40.709488,-73.89168000000001,1145.0,1247.0,SB,62.0,0
536,51868,B,SUNDAY,B2,EB,1010,1025,2.685,E 16 ST / QUENTIN RD,FLATBUSH AV / AV U,Local,40.607384,-73.95718000000001,40.60941,-73.92179,930.0,944.0,WB,40.609528000000005,-73.95713,1050.0,1104.0,WB,14.0,0
537,51869,M,SUNDAY,M104,NB,1929,2018,4.883,W 41 ST / 8 AV,AMSTERDAM AV / W 129 ST,Local,40.75655,-73.99011999999999,40.814903,-73.95504,1807.0,1907.0,SB,40.814223999999996,-73.98981500000001,2040.0,2129.0,SB,49.0,0
538,51870,M,SUNDAY,M11,SB,1207,1315,7.553999999999999,RIVERBANK / STATE PARK,HUDSON ST / BETHUNE ST,Local,40.82665,-73.955505,40.737072,-74.00587,1015.0,1110.0,NB,40.736988000000004,-73.95538,1345.0,1449.0,NB,64.0,0
539,51871,BX,SUNDAY,BX33,EB,1930,1950,3.088,W 135 ST / ST NICHOLAS AV,WALNUT AV / E 133 ST,Local,40.816982,-73.94779,40.79965,-73.9116,1830.0,1850.0,WB,40.79975,-73.94776999999999,2030.0,2047.0,WB,17.0,0
540,51855,BX,SATURDAY,BX6,WB,1550,1636,5.008,FOOD CENTER DR / TERMINAL,RIVERSIDE DR W / 157-10 RIVERSIDE DR W,Local,40.809975,-73.87665600000001,40.836205,-73.94848,1432.0,1521.0,EB,40.83631,-73.87608,1656.0,1746.0,EB,50.0,0
541,51300,B,SUNDAY,B38,EB,1035,1122,5.976,TILLARY ST / CADMAN PLZ E,SENECA AV / CORNELIA ST,Local,40.696117,-73.990166,40.700848,-73.90436,925.0,1012.0,WB,40.713352,-73.991035,1151.0,1241.0,WB,50.0,0
542,51301,BX,SUNDAY,BX10,NB,1324,1411,7.319,E 206 ST / BAINBRIDGE AV,RIVERDALE AV / W 263 ST,Local,40.875008,-73.880135,40.912376,-73.902534,1157.0,1245.0,SB,40.912365,-73.879944,1437.0,1526.0,SB,49.0,0
543,51302,Q,SUNDAY,Q43,WB,1945,2022,6.707999999999999,HILLSIDE AV / 268 ST,ARCHER AV / SUTPHIN PL,Local,40.73877,-73.70187,40.70049,-73.80784,1848.0,1929.0,EB,40.700503999999995,-73.701454,2055.0,2133.0,EB,38.0,0
544,51303,S,SUNDAY,SBS79,SB,941,1032,14.880999999999998,4 AV / 86 ST,MARSH AV / RING RD,SBS,40.622658,-74.02834,40.583763,-74.16135,815.0,908.0,NB,40.58333,-74.02834,1051.0,1147.0,NB,56.0,0
545,51304,B,SUNDAY,B26,EB,1354,1441,6.197,CADMAN PZ W / TILLARY ST,WYCKOFF AV / PALMETTO ST,Local,40.695988,-73.991005,40.699290000000005,-73.91075,1239.0,1329.0,WB,40.699154,-73.99041,1458.0,1548.0,WB,50.0,0
546,51305,Q,SUNDAY,Q111,NB,1255,1335,6.395,FRANCIS LEWIS BL / 147 DR,HILLSIDE AV / PARSONS BL,Local,40.655105999999996,-73.72648000000001,40.707504,-73.80332,1200.0,1234.0,SB,40.706814,-73.72657,1400.0,1438.0,SB,38.0,0
547,51306,Q,SUNDAY,Q30,WB,1010,1047,7.774,NASSAU BL / LITTLE NECK PY,ARCHER AV / SUTPHIN PL,Local,40.7642,-73.72605,40.70049,-73.80784,900.0,942.0,EB,40.700511999999996,-73.724815,1120.0,1202.0,EB,42.0,0
548,51307,BX,SUNDAY,BX35,EB,1442,1518,3.6460000000000004,W 179 ST / BROADWAY,W FARMS RD / WESTCHESTER AV,Local,40.848953,-73.936874,40.825379999999996,-73.89126,1347.0,1422.0,WB,40.82497,-73.93678,1535.0,1612.0,WB,37.0,0
549,51308,BX,SUNDAY,BX7,SB,1100,1146,6.068,RIVERDALE AV / W 263 ST,ST NICHOLAS AV / W 167 ST,Local,40.912365,-73.902695,40.839813,-73.93974,952.0,1035.0,NB,40.84088,-73.902534,1210.0,1257.0,NB,47.0,0
550,51309,B,SUNDAY,B26,WB,945,1031,5.7379999999999995,WYCKOFF ST / PALMETTO ST,CADMAN PZ W / TILLARY ST,Local,40.699154,-73.91048,40.693867,-73.99041,815.0,856.0,EB,40.695988,-73.91075,1058.0,1145.0,EB,47.0,0
551,51310,BX,SUNDAY,BX5,EB,1025,1103,7.119,SOUTHERN BL / WESTCHESTER AV,Parking Ramp / Access Rd,Local,40.823677,-73.8919,40.865120000000005,-73.828094,905.0,943.0,WB,40.865448,-73.89191,1127.0,1209.0,WB,42.0,0
552,51311,Q,WKD,Q101,SB,2000,2030,5.02,HAZEN ST / 19 AV,E 60 ST / 2 AV,Local,40.77357,-73.89329000000001,40.761215,-73.963646,1910.0,1941.0,NB,40.76125,-73.89365,2100.0,2131.0,NB,31.0,0
553,51312,B,WKD,B38,WB,1033,1126,5.499,SENECA AV / CORNELIA ST,CADMAN PLZ W / TILLARY ST,Limited,40.70102,-73.90459,40.696102,-73.991035,922.0,1010.0,EB,40.696117,-73.90436,1147.0,1233.0,EB,46.0,0
554,51313,Q,WKD,Q25,NB,1545,1652,8.418,SUTPHIN BL / 94 AV,POPPENHUSEN AV / 119 ST,Local,40.69914,-73.80708,40.791990000000006,-73.8506,1412.0,1526.0,SB,40.791977,-73.8071,1712.0,1823.0,SB,71.0,0
555,51314,B,WKD,B60,SB,753,911,8.033,WASHINGTON PLZ / LANE 2,WILLIAMS AV / FLATLANDS AV,Local,40.709488,-73.95942,40.650352000000005,-73.89168000000001,615.0,730.0,NB,40.650085,-73.95956,932.0,1045.0,NB,73.0,0
556,51316,Q,WKD,Q4,WB,2128,2157,4.958,235 ST / LINDEN BL,TEARDROP / LAYOVER,Local,40.69037,-73.72748,40.701298,-73.80299000000001,2031.0,2106.0,EB,40.701316999999996,-73.72738000000001,2213.0,2245.0,EB,32.0,0
