,SAMPLE_ID,BORO,BFE_DAY,ROUTE,SPA_DIR,LVTIME,ARRTIME,MILEAGE,ORIGIN,DESTINATION,TRIP_TYPE,LAT_O,LONG_O,LAT_D,LONG_D,BEF_SRT_TIME,BEF_SRT_DEST_TIME,BEF_SPA_DIR,BEF_LAT_O,BEF_LONG_D,RET_SRT_TIME,RET_SRT_DEST_TIME,RET_SPA_DIR,DURATION,SWITCH
0,51624,Q,SUNDAY,Q46,WB,1049,1127,7.792999999999999,L.I.J.MEDICAL RDWY / 271 ST,QUEENS BL / 78 CR,Local,40.755062,-73.70640999999999,40.714733,-73.83123,948.0,1029.0,EB,40.71522,-73.70659,1145.0,1226.0,EB,41.0,0
1,51625,Q,SUNDAY,Q101,SB,1645,1716,5.02,HAZEN ST / 19 AV,E 60 ST / 2 AV,Local,40.77357,-73.89329000000001,40.761215,-73.963646,1600.0,1629.0,NB,40.76125,-73.89365,1800.0,1829.0,NB,29.0,0
2,51626,BX,SUNDAY,BX19,NB,1533,1642,7.017,RIVERBANK / STATE PARK,SOUTHERN BL / BOTANICAL GARDENS,Local,40.82665,-73.955505,40.861202,-73.88067,1404.0,1515.0,SB,40.861247999999996,-73.95538,1717.0,1825.0,SB,68.0,0
3,51627,BX,SUNDAY,BX29,WB,1738,1806,6.223,CITY ISLAND AV / ROCHELLE ST,CO-OP CITY BL / Bartow Av,Local,40.83918,-73.78325,40.86882,-73.82646,1616.0,1638.0,EB,40.869279999999996,-73.78363,1840.0,1904.0,EB,24.0,0
4,51628,B,WKD,B36,WB,1749,1831,4.731,NOSTRAND AV / GRAVESEND NECK RD,SURF AV / W 37 ST,Local,40.59997,-73.94187,40.57343,-74.00248,1640.0,1733.0,EB,40.57378,-73.94187,1847.0,1932.0,EB,45.0,0
5,51629,B,WKD,B2,WB,702,725,2.481,FLATBUSH AV / AV U,QUENTIN RD / E 16 ST,Local,40.609528000000005,-73.92182,40.608433000000005,-73.95713,620.0,636.0,EB,40.607384,-73.92179,740.0,801.0,EB,21.0,0
6,51630,M,WKD,M98,SB,801,904,7.2170000000000005,FT WASHINGTON AV / CABRINI BL,LEXINGTON AV / E 68 ST,Limited,40.859207,-73.93428,40.767742,-73.96426,650.0,728.0,NB,40.767113,-73.93418,935.0,1013.0,NB,38.0,0
7,51631,Q,WKD,Q64,EB,925,944,2.787,108 ST / QUEENS BL,JEWEL AV / 164 ST,Local,40.721783,-73.84395,40.73182,-73.80530999999999,849.0,907.0,WB,40.731840000000005,-73.843925,1000.0,1017.0,WB,17.0,0
8,51632,Q,WKD,Q7,EB,945,1026,6.635,PITKIN AV / EUCLID AV,S CARGO RD / CARGO PLZ,Local,40.675495,-73.87178,40.652985,-73.79466,840.0,915.0,WB,40.65291,-73.871666,1045.0,1127.0,WB,42.0,0
9,51633,Q,WKD,Q37,NB,1235,1310,5.36,135 RD / 130 PL,UNION TPK / KEW GARDENS RD,Local,40.66767,-73.80851,40.713963,-73.831375,1130.0,1200.0,SB,40.714034999999996,-73.80873000000001,1345.0,1419.0,SB,34.0,0
10,51634,B,WKD,B31,SB,935,952,2.835,QUENTIN RD / E 16 ST,GERRITSEN AV / GERRITSEN BCH,Local,40.608433000000005,-73.95713,40.587134999999996,-73.91894,848.0,910.0,NB,40.5871,-73.95709000000001,1008.0,1026.0,NB,18.0,0
11,51635,S,WKD,S74,WB,800,921,16.832,ST GEORGE FERRY / S74 & S84,BRICKTOWN SHOPPING CEN / BRICKTOWN SHOPPING CEN,Local,40.643409999999996,-74.07358599999999,40.52948,-74.231064,610.0,730.0,EB,40.528343,-74.07313,955.0,1115.0,EB,80.0,0
12,51636,M,WKD,M35,EB,1950,1959,2.3819999999999997,LEXINGTON AV / E 125 ST,SUNKEN GARDEN LOOP / Charles Gay CTR,Local,40.80458,-73.937416,40.785095,-73.93084,1912.0,1922.0,WB,40.785088,-73.93725,2019.0,2029.0,WB,10.0,0
13,51637,BX,WKD,BX16,EB,1419,1507,7.037000000000001,E 206 ST / ROCHAMBEAU AV,ROPES AV / BOSTON RD,Local,40.874893,-73.8808,40.889843,-73.81952,1320.0,1404.0,WB,40.88997,-73.87955,1533.0,1618.0,WB,45.0,0
14,51638,B,WKD,B47,SB,2144,2237,7.864,MARCUS GARVEY BLVD / BROADWAY,AV U / E 54 ST,Local,40.699577000000005,-73.94144,40.611008,-73.92041,2030.0,2125.0,NB,40.611008,-73.94147,2320.0,5.0,NB,45.0,0
15,51639,Q,WKD,Q46,WB,1338,1419,7.792999999999999,L.I.J.MEDICAL RDWY / 271 ST,QUEENS BL / 78 CR,Local,40.755062,-73.70640999999999,40.714733,-73.83123,1232.0,1317.0,EB,40.71522,-73.70659,1440.0,1528.0,EB,48.0,0
16,51640,BX,WKD,BX18,EB,2035,2046,1.703,SEDGWICK AV / HARLEM RIVER BRIDGE,E 170 ST / GRAND CONCOURSE,Local,40.85202,-73.92066,40.838512,-73.91358000000001,1953.0,2017.0,WB,40.83873,-73.92074000000001,2136.0,2155.0,WB,19.0,0
17,51641,B,WKD,B15,WB,947,1114,13.269,JFK TERMINAL 5 / AIR TRAIN STATION,MARCUS GARVEY BL / BROADWAY,Local,40.647465000000004,-73.779884,40.69975,-73.94147,742.0,912.0,EB,40.699715000000005,-73.77951999999999,1134.0,1256.0,EB,82.0,0
18,47590,Q,WKD,Q103,SB,1450,1512,3.4389999999999996,27 AV / 2 ST,VERNON BL / BORDEN AV,Local,40.775143,-73.93493000000001,40.741528,-73.95464,1350.0,1411.0,NB,40.74147,-73.93513,1550.0,1614.0,NB,24.0,0
19,47593,Q,WKD,Q103,SB,1830,1850,3.4389999999999996,27 AV / 2 ST,VERNON BL / BORDEN AV,Local,40.775143,-73.93493000000001,40.741528,-73.95464,1730.0,1754.0,NB,40.74147,-73.93513,1930.0,1952.0,NB,22.0,0
20,47597,Q,WKD,Q104,NB,1030,1055,2.945,48 ST / QUEENS BL,11 ST / 34 AV,Local,40.743320000000004,-73.91691,40.764744,-73.93765,930.0,949.0,SB,40.76485,-73.91689000000001,1130.0,1151.0,SB,21.0,0
21,51354,B,SATURDAY,B24,NB,925,1006,6.888,WASHINGTON PL / LANE 6,GREENPOINT AV / MANHATTAN AV,Local,40.70912,-73.95984,40.730087,-73.954575,800.0,839.0,SB,40.730103,-73.95978000000001,1100.0,1142.0,SB,42.0,0
22,51355,B,SATURDAY,B38,WB,1423,1514,5.528,METROPOLITAN AV / STARR ST,CADMAN PLZ W / TILLARY ST,Local,40.713352,-73.91431,40.696102,-73.991035,1313.0,1402.0,EB,40.696117,-73.91469000000001,1537.0,1631.0,EB,54.0,0
23,47083,B,SUNDAY,B100,WB,1000,1026,4.461,NATIONAL DR / MILL AV,E 16 ST / KINGS HWY,Local,40.606945,-73.91594,40.608936,-73.95740500000001,900.0,923.0,EB,40.60844,-73.91589,1130.0,1153.0,EB,23.0,0
24,51356,Q,SATURDAY,Q88,WB,800,839,9.117,AMBOY LA / SPRINGFIELD BL,92 ST / 59 AV,Local,40.717834,-73.73563,40.73498,-73.86959,700.0,740.0,EB,40.734272,-73.73638000000001,905.0,945.0,EB,40.0,0
25,51357,M,SATURDAY,M20,NB,1805,1911,6.375,STATE ST / WHITEHALL ST,BROADWAY / W 64 ST,Local,40.702420000000004,-74.01305,40.771797,-73.98236999999999,1630.0,1730.0,SB,40.77088,-74.01304,1955.0,2048.0,SB,53.0,0
26,51358,Q,SATURDAY,Q64,EB,1953,2010,2.787,108 ST / QUEENS BL,JEWEL AV / 164 ST,Local,40.721783,-73.84395,40.73182,-73.80530999999999,1910.0,1925.0,WB,40.731840000000005,-73.843925,2040.0,2055.0,WB,15.0,0
27,51359,Q,SATURDAY,Q8,EB,1659,1806,8.512,GATEWAY CTR TERMINAL / GATEWAY DR,165 ST TERM / MTA BUS STAND,Local,40.652794,-73.87621999999999,40.707226,-73.79544,1536.0,1640.0,WB,40.70715,-73.87623,1826.0,1925.0,WB,59.0,0
28,51360,M,SATURDAY,M21,WB,1200,1224,2.4659999999999997,GRAND ST / FDR DRIVE,WASHINGTON ST / W HOUSTON ST,Local,40.713359999999994,-73.97779,40.72725,-74.00971,1100.0,1120.0,EB,40.725906,-73.977745,1300.0,1320.0,EB,20.0,0
29,51361,B,SATURDAY,B64,SB,1041,1125,6.654,SHORE RD / MACKAY PL,STILLWELL AV / MERMAID AV,Local,40.637203,-74.036026,40.576840000000004,-73.98099,934.0,1019.0,NB,40.577057,-74.03609,1146.0,1233.0,NB,47.0,0
30,51362,S,SATURDAY,S46,EB,1055,1139,8.863999999999999,WEST SHORE PLAZA / CHELSEA ST,ST GEORGE FERRY / ST GEORGE FERRY,Local,40.60204,-74.1907,40.643578000000005,-74.07313,930.0,1012.0,WB,40.643402,-74.19133000000001,1200.0,1242.0,WB,42.0,0
31,51363,B,SATURDAY,B13,SB,721,818,8.632,WYCKOFF AV / DE KALB AV,GATEWAY CTR TERM / GATEWAY DR,Local,40.704322999999995,-73.919365,40.65282,-73.876755,552.0,646.0,NB,40.652687,-73.919464,859.0,1005.0,NB,66.0,0
32,51364,M,SATURDAY,M11,NB,1631,1740,7.532,BETHUNE ST / GREENWICH ST,RIVERBANK / STATE PARK,Local,40.736988000000004,-74.00636,40.826817,-73.95538,1445.0,1602.0,SB,40.82665,-74.00587,1800.0,1914.0,SB,74.0,0
33,51365,B,SATURDAY,B11,WB,1414,1457,6.04,FLATBUSH AV / E 31 ST,58 ST / 1 AV,Local,40.632065000000004,-73.94672,40.645615,-74.02351999999999,1309.0,1352.0,EB,40.64542,-73.94773,1514.0,1557.0,EB,43.0,0
34,47094,Q,SUNDAY,Q6,NB,1530,1611,5.474,EASTERN RD / BLDG 77 HALMAR,165 ST TERM / MTA BUS STAND,Local,40.652640000000005,-73.765366,40.707226,-73.79544,1429.0,1510.0,SB,40.707091999999996,-73.7655,1630.0,1711.0,SB,41.0,0
35,51366,Q,SATURDAY,Q40,NB,2200,2221,3.056,135 AV / 142 ST,88 AV / SUTPHIN BL,Local,40.668175,-73.79683,40.704865000000005,-73.80904,2100.0,2122.0,SB,40.70492,-73.79635,2300.0,2319.0,SB,19.0,0
36,51367,S,SATURDAY,S44,EB,1025,1116,10.344000000000001,YUKON AV / KMART DWY,ST GEORGE FERRY / ST GEORGE FERRY,Local,40.575645,-74.16715,40.643715,-74.073135,915.0,1003.0,WB,40.643609999999995,-74.16768,1145.0,1237.0,WB,52.0,0
37,47098,Q,SUNDAY,Q8,EB,1250,1342,8.512,GATEWAY CTR TERMINAL / GATEWAY DR,165 ST TERM / MTA BUS STAND,Local,40.652794,-73.87621999999999,40.707226,-73.79544,1135.0,1224.0,WB,40.70715,-73.87623,1405.0,1458.0,WB,53.0,0
38,51353,Q,SATURDAY,Q17,SB,940,1023,6.961,138 ST / 37 AV,MERRICK BL / JAMAICA AVE,Local,40.761806,-73.82955,40.705914,-73.794014,833.0,919.0,NB,40.705890000000004,-73.82954000000001,1038.0,1126.0,NB,48.0,0
39,51642,B,WKD,B13,SB,1600,1721,8.632,WYCKOFF AV / DE KALB AV,GATEWAY CTR TERM / GATEWAY DR,Local,40.704322999999995,-73.919365,40.65282,-73.876755,1430.0,1540.0,NB,40.652687,-73.919464,1740.0,1845.0,NB,65.0,0
40,51643,Q,WKD,Q23,SB,1800,1900,6.125,DITMARS BL / 102 ST,UNION TPK / CRESCENT APARTMENTS,Local,40.76872,-73.86848,40.707108000000005,-73.85412600000001,1636.0,1745.0,NB,40.70705,-73.86853,1919.0,2024.0,NB,65.0,0
41,51644,M,WKD,M96,EB,2211,2225,1.805,W 96 ST / WEST END AV,E 97 ST / 1 AV,Local,40.794933,-73.97269,40.784206,-73.94478000000001,2128.0,2145.0,WB,40.784527000000004,-73.97309,2248.0,2305.0,WB,17.0,0
42,51645,Q,WKD,Q27,NB,440,524,9.245,SPRINGFIELD BL / 119 AV,138 ST / 37 AV,Local,40.69274,-73.745094,40.76175,-73.82954000000001,339.0,422.0,SB,40.761806,-73.74521999999999,558.0,647.0,SB,49.0,0
43,51646,Q,WKD,Q8,WB,1844,1945,7.895,165 ST TERM / Q8 STAND,GATEWAY CTR TERMINAL / GATEWAY DR,Local,40.70715,-73.79557,40.652714,-73.87623,1720.0,1825.0,EB,40.652794,-73.79544,2020.0,2113.0,EB,53.0,0
44,51647,M,WKD,M15,NB,430,519,8.595,SOUTH ST / WHITEHALL ST,E 126 ST / 2 AV,Local,40.701534,-74.01249,40.80315,-73.93226999999999,,,,,,540.0,636.0,SB,56.0,0
45,51648,S,WKD,S76,NB,555,640,9.204,MILL RD / DEWITT AV,ST GEORGE FERRY / ST GEORGE FERRY,Local,40.55387,-74.11717,40.643578000000005,-74.07313,,,,,,710.0,756.0,SB,46.0,0
46,51649,Q,WKD,Q19,EB,545,621,6.131,27 AV / 2 ST,39 AV / MAIN ST,Local,40.775143,-73.93493000000001,40.760258,-73.8308,,,,,,650.0,730.0,WB,40.0,0
47,51650,B,WKD,B14,EB,417,446,5.196000000000001,EASTERN PY / UTICA AV,POSTAL FACILITY RD / IN FRONT OF FACILITY,Local,40.668537,-73.93123,40.664592999999996,-73.86268000000001,,,,,,515.0,557.0,WB,42.0,0
48,51651,M,WKD,M5,NB,705,818,8.315,6 AV / W 31 ST,W 178 ST / BROADWAY,Limited,40.74804,-73.98895999999999,40.848263,-73.937454,,,,,,848.0,1004.0,SB,76.0,0
49,51652,B,WKD,B83,NB,625,657,3.657,SEAVIEW AV / PENNSYLVANIA AV,VAN SINDEREN AVFULTON / VAN SINDEREN AVFULTON,Local,40.643017,-73.87835,40.67814,-73.90358,,,,,,714.0,755.0,SB,41.0,0
50,51653,S,WKD,S57,NB,650,741,10.157,EBBITTS ST / HYLAN BL,RICHMOND TER / PARK AV #2,Local,40.565525,-74.1123,40.640198,-74.13110999999999,,,,,,805.0,854.0,SB,49.0,0
51,51654,Q,WKD,Q17,NB,806,900,6.9639999999999995,MERRICK BL / JAMAICA AV,138 ST / 37 AV,Limited,40.705890000000004,-73.794,40.76175,-73.82954000000001,,,,,,924.0,1012.0,SB,48.0,0
52,51656,Q,WKD,Q65,NB,647,749,9.064,SUTPHIN BL / 94 AV,14 AVE / 111 ST,Limited,40.69914,-73.80708,40.785725,-73.85625,,,,,,805.0,908.0,SB,63.0,0
53,51657,Q,WKD,Q83,WB,647,717,4.1930000000000005,COLFAX ST / SPRINGFIELD BL,153 ST / HILLSIDE AV,Local,40.701763,-73.74127,40.706768,-73.80417,,,,,,740.0,816.0,EB,36.0,0
54,51658,BX,WKD,BX5,WB,710,734,2.5660000000000003,TURNBULL AV / PUGSLEY AV,SOUTHERN BL / WESTCHESTER AV,Local,40.82306,-73.855736,40.824721999999994,-73.89191,,,,,,753.0,834.0,EB,41.0,0
55,51659,BX,WKD,BX16,WB,614,655,6.649,ROPES AV / BOSTON RD,BAINBRIDGE AV / E 206 ST,Local,40.88997,-73.81965,40.87506,-73.87955,,,,,,710.0,757.0,EB,47.0,0
56,51660,Q,WKD,Q111,NB,532,600,3.91,FARMERS BL / GUY R BREWER BL,HILLSIDE AV / PARSONS BL,Local,40.66435,-73.76827,40.707504,-73.80332,,,,,,726.0,820.0,SB,54.0,0
57,51661,Q,WKD,Q36,WB,1942,2032,9.32,40 AV / LITTLE NECK PY,165 ST / 165 ST TERM,Local,40.77313,-73.74141999999999,40.707657,-73.79524,,,,,,2057.0,2130.0,EB,33.0,0
58,51662,B,WKD,B2,WB,455,512,2.481,FLATBUSH AV / AV U,QUENTIN RD / E 16 ST,Local,40.609528000000005,-73.92182,40.608433000000005,-73.95713,,,,,,540.0,556.0,EB,16.0,0
59,51663,B,WKD,B6,EB,2212,2322,10.127,CROPSEY AV AV / BAY 37 ST,LIVONIA AV / ASHFORD ST,Local,40.59347,-73.99398000000001,40.66642,-73.883385,,,,,,2340.0,40.0,WB,60.0,0
60,51664,BX,WKD,BX4A,SB,524,557,4.888999999999999,LANE AV / BENSON AV,E 149 ST / BERGEN AV,Local,40.840796999999995,-73.843285,40.815666,-73.91664,,,,,,625.0,703.0,NB,38.0,0
61,46820,Q,WKD,Q35,WB,1315,1354,9.172,NEWPORT AV / BEACH 116 ST,AV H / FLATBUSH AV,Local,40.581340000000004,-73.8383,40.631664,-73.9467,1215.0,1245.0,EB,40.631679999999996,-73.83851999999999,1415.0,1447.0,EB,32.0,0
62,51369,S,SATURDAY,S44,WB,1545,1639,9.572000000000001,ST GEORGE FERRY / S44 & S94,YUKON AV / KMART DRWY,Local,40.643609999999995,-74.07343,40.575935,-74.16768,1425.0,1521.0,EB,40.575645,-74.073135,1655.0,1752.0,EB,57.0,0
63,51370,Q,SUNDAY,Q32,EB,1614,1722,7.332000000000001,W 32 ST / 7 AV,81 ST / NORTHERN BL,Local,40.749065,-73.990135,40.755074,-73.8862,1434.0,1548.0,WB,40.755196000000005,-73.99108000000001,1742.0,1846.0,WB,64.0,0
64,51371,Q,SUNDAY,Q5,EB,1751,1829,6.986000000000001,TEARDROP / LAYOVER,WEST CIRCLE DR / PARKING STRUCTURE (ARR,Local,40.701316999999996,-73.802925,40.661429999999996,-73.72139,1658.0,1734.0,WB,40.661694,-73.80299000000001,1848.0,1919.0,WB,31.0,0
65,51372,S,SUNDAY,S40,WB,1230,1304,10.116,ST GEORGE FERRY / S40 & S90,FRANK W. GAY BL / 10 AV,Local,40.643444,-74.07392,40.620968,-74.18765,1120.0,1154.0,EB,40.62086,-74.07309000000001,1320.0,1354.0,EB,34.0,0
66,51373,S,SUNDAY,S40,WB,1445,1519,10.116,ST GEORGE FERRY / S40 & S90,FRANK W. GAY BL / 10 AV,Local,40.643444,-74.07392,40.620968,-74.18765,1350.0,1424.0,EB,40.62086,-74.07309000000001,1550.0,1624.0,EB,34.0,0
67,51374,Q,SUNDAY,Q27,SB,1757,1854,9.701,138 ST / 37 AV,SPRINGFIELD BL / 119 AV,Local,40.761806,-73.82955,40.692406,-73.74521999999999,1641.0,1738.0,NB,40.69274,-73.82954000000001,1919.0,2014.0,NB,55.0,0
68,51375,B,SUNDAY,B47,NB,610,656,7.273,AV U / E 54 ST,MARCUS GARVEY BL / BROADWAY,Local,40.611008,-73.92041,40.69975,-73.94147,435.0,517.0,SB,40.699577000000005,-73.92041,715.0,808.0,SB,53.0,0
69,51376,BX,SUNDAY,BX29,WB,658,717,6.223,CITY ISLAND AV / ROCHELLE ST,CO-OP CITY BL / Bartow Av,Local,40.83918,-73.78325,40.86882,-73.82646,600.0,618.0,EB,40.869279999999996,-73.78363,800.0,820.0,EB,20.0,0
70,51377,BX,SUNDAY,BX3,SB,1059,1131,4.386,W 238 ST / BROADWAY,BROADWAY / W 179 ST,Local,40.884968,-73.90048,40.84901,-73.93689,1007.0,1038.0,NB,40.849327,-73.90043,1153.0,1227.0,NB,34.0,0
71,51378,B,SUNDAY,B52,EB,1219,1302,5.132999999999999,CADMAN PZ W / TILLARY ST,PALMETTO ST / WYCKOFF AV,Local,40.695988,-73.991005,40.699295,-73.911224,1110.0,1158.0,WB,40.70042,-73.99041,1322.0,1410.0,WB,48.0,0
72,51379,B,SUNDAY,B11,EB,1007,1058,5.622000000000001,58 ST / 1 Av,NOSTRAND AVE / AVENUE H,Local,40.64542,-74.0232,40.632008,-73.94773,850.0,938.0,WB,40.632065000000004,-74.02351999999999,1120.0,1212.0,WB,52.0,0
73,51380,BX,SUNDAY,BX7,NB,1230,1318,5.9239999999999995,ST NICHOLAS AV / W 167 ST,RIVERDALE AV / W 263 ST,Local,40.84088,-73.93944,40.912376,-73.902534,1127.0,1214.0,SB,40.912365,-73.93974,1338.0,1425.0,SB,47.0,0
74,47111,Q,SUNDAY,Q100,NB,1328,1354,5.722,JACKSON AV / 42 RD,RIKERS ISLAND RDY / RIKERS ISLAND,Limited,40.74841,-73.93904,40.787420000000004,-73.88439,1244.0,1307.0,SB,40.787422,-73.939705,1412.0,1435.0,SB,23.0,0
75,51381,Q,SUNDAY,Q43,EB,1054,1132,6.653,ARCHER AV / SUTPHIN BL,HILLSIDE AV / 267 ST,Local,40.700503999999995,-73.80781999999999,40.738704999999996,-73.701454,954.0,1033.0,WB,40.73877,-73.80784,1200.0,1239.0,WB,39.0,0
76,51382,BX,SUNDAY,BX31,NB,1520,1601,6.242000000000001,TREMONT AV / LANE AV,KATONAH AV / E 242 ST,Local,40.840862,-73.84245,40.902584000000004,-73.86813000000001,1410.0,1453.0,SB,40.902446999999995,-73.84285,1630.0,1713.0,SB,43.0,0
77,51383,B,SUNDAY,B20,NB,700,745,7.2139999999999995,POSTAL FACILITY RD / IN FRONT OF FACILITY,PUTNAM AV / FAIRVIEW AV,Local,40.664592999999996,-73.86267,40.70486,-73.90208,540.0,622.0,SB,40.704704,-73.86268000000001,820.0,909.0,SB,49.0,0
78,51384,M,SUNDAY,M35,WB,1820,1833,3.408,SUNKEN GARDEN LOOP / CHARLES H GAY CTR,LEXINGTON AV / E 125 ST,Local,40.785088,-73.930824,40.804764,-73.93725,1753.0,1805.0,EB,40.80458,-73.93084,1906.0,1918.0,EB,12.0,0
79,51368,Q,SATURDAY,Q84,WB,2050,2115,5.263,237 ST / 129 AV,ARCHER AV / 153 ST,Local,40.680138,-73.73025,40.702137,-73.80141,1950.0,2019.0,EB,40.702076,-73.72993000000001,2150.0,2217.0,EB,27.0,0
80,51665,Q,WKD,Q65,NB,637,738,9.064,SUTPHIN BL / 94 AV,14 AVE / 111 ST,Limited,40.69914,-73.80708,40.785725,-73.85625,,,,,,755.0,858.0,SB,63.0,0
81,51666,BX,WKD,BX4A,SB,609,655,4.888999999999999,LANE AV / BENSON AV,E 149 ST / BERGEN AV,Local,40.840796999999995,-73.843285,40.815666,-73.91664,,,,,,728.0,812.0,NB,44.0,0
82,51667,BX,WKD,BX26,WB,653,742,5.8660000000000005,EARHART LA / ERSKINE PL,W 205 ST / PAUL AV,Local,40.861336,-73.822716,40.87707,-73.89005999999999,,,,,,801.0,846.0,EB,45.0,0
83,51668,BX,WKD,BX19,SB,659,816,6.702000000000001,SOUTHERN BL / BOTANICAL GARDENS,RIVERBANK / STATE PARK,Local,40.861247999999996,-73.88074,40.826817,-73.95538,,,,,,837.0,947.0,NB,70.0,0
84,51669,Q,WKD,Q37,NB,500,532,4.7010000000000005,135 RD / 130 PL,UNION TPK / KEW GARDENS RD,Local,40.66767,-73.80851,40.713963,-73.831375,,,,,,605.0,630.0,SB,25.0,0
85,51670,Q,WKD,Q34,SB,500,542,7.202999999999999,WILLETS PT BL / 24 RD,SUTPHIN BL / 94 AV,Local,40.776546,-73.816895,40.699177,-73.8071,,,,,,615.0,709.0,NB,54.0,0
86,51671,Q,WKD,Q11,NB,550,627,7.544,165 AV / 96 ST,HOFFMAN DR / WOODHAVEN BL,Local,40.64958,-73.83428,40.73318,-73.8713,,,,,,655.0,731.0,SB,36.0,0
87,51672,Q,WKD,Q72,NB,515,543,3.6639999999999997,JUNCTION BL / QUEENS BL,LGA INTL AIRPORT / TERMINAL B,Local,40.730827000000005,-73.8627,40.774475,-73.87222,,,,,,603.0,641.0,SB,38.0,0
88,51673,BX,SATURDAY,BX36,EB,1230,1343,7.675,W 179 ST / BROADWAY,OLMSTEAD AV / SEWARD AV,Local,40.849113,-73.93775,40.820503,-73.85163,1055.0,1204.0,WB,40.818676,-73.93731,1403.0,1521.0,WB,78.0,0
89,51674,B,SATURDAY,B47,SB,1011,1110,7.864,MARCUS GARVEY BLVD / BROADWAY,AV U / E 54 ST,Local,40.699577000000005,-73.94144,40.611008,-73.92041,900.0,954.0,NB,40.611008,-73.94147,1142.0,1246.0,NB,64.0,0
90,51675,Q,SATURDAY,Q114,NB,2030,2130,11.293,SEAGIRT BL / CREST RD,HILLSIDE AV / PARSONS BL,Limited,40.59506,-73.75569,40.707504,-73.80332,1836.0,1939.0,SB,40.70643,-73.754745,2150.0,2251.0,SB,61.0,0
91,51676,M,SATURDAY,M104,NB,1830,1923,4.883,W 41 ST / 8 AV,AMSTERDAM AV / W 129 ST,Local,40.75655,-73.99011999999999,40.814903,-73.95504,1624.0,1729.0,SB,40.814223999999996,-73.98981500000001,1944.0,2044.0,SB,60.0,0
92,51677,B,SATURDAY,B68,SB,1526,1621,7.597,PROSPECT PK SW / BARTEL PRITCHARD SQ,STILLWELL / TERMINAL,Local,40.6607,-73.97941,40.576862,-73.981026,1412.0,1511.0,NB,40.577015,-73.97939000000001,1643.0,1742.0,NB,59.0,0
93,51678,M,SATURDAY,M116,WB,1945,2012,2.4619999999999997,PLEASANT AV / E 120 ST,W 106 ST / BROADWAY,Local,40.79725,-73.931694,40.801327,-73.9676,1856.0,1926.0,EB,40.80115,-73.93101,2044.0,2112.0,EB,28.0,0
94,51679,BX,SATURDAY,BX29,EB,2242,2302,5.5520000000000005,BARTOW AV / CO-OP CITY BL,CITY ISLAND AV / ROCHELLE ST,Local,40.869279999999996,-73.825874,40.83905,-73.78363,2141.0,2202.0,WB,40.83918,-73.82646,2341.0,2.0,WB,21.0,0
95,51680,BX,SATURDAY,BX9,SB,1337,1439,6.143,BROADWAY / W 262 ST,BOSTON RD / E 178 ST,Local,40.910103,-73.89673,40.840916,-73.87948,1210.0,1312.0,NB,40.839855,-73.8965,1500.0,1605.0,NB,65.0,0
96,51681,B,SATURDAY,B26,WB,1236,1330,5.7379999999999995,WYCKOFF ST / PALMETTO ST,CADMAN PZ W / TILLARY ST,Local,40.699154,-73.91048,40.693867,-73.99041,1120.0,1215.0,EB,40.695988,-73.91075,1350.0,1448.0,EB,58.0,0
97,51682,BX,SATURDAY,BX41,NB,2222,2303,5.621,3 AV / 149 ST,WHITE PLAINS RD / E GUN HILL RD,Local,40.815907,-73.917816,40.877888,-73.86626,2118.0,2201.0,SB,40.877876,-73.91749,2331.0,7.0,SB,36.0,0
98,51683,B,SATURDAY,B24,SB,1430,1515,6.152,GREENPOINT AV / MANHATTAN AV,WASHINGTON PL / LANE 6,Local,40.730103,-73.95444499999999,40.709095,-73.95978000000001,1255.0,1342.0,NB,40.70912,-73.954575,1555.0,1646.0,NB,51.0,0
99,51684,Q,SATURDAY,Q43,WB,1257,1338,6.707999999999999,HILLSIDE AV / 268 ST,ARCHER AV / SUTPHIN PL,Local,40.73877,-73.70187,40.70049,-73.80784,1200.0,1240.0,EB,40.700503999999995,-73.701454,1400.0,1440.0,EB,40.0,0
100,46842,Q,WKD,Q37,SB,1000,1028,5.284,UNION TPK / KEW GARDENS RD,135 RD / 130 PL,Local,40.714034999999996,-73.831215,40.667664,-73.80873000000001,900.0,933.0,NB,40.66767,-73.831375,1055.0,1130.0,NB,35.0,0
101,46848,Q,WKD,Q113,SB,1050,1144,10.136000000000001,PARSONS BL / 88 AV,SEAGIRT BL / BEACH 20 ST,Limited,40.70643,-73.80224,40.595383,-73.754745,923.0,1018.0,NB,40.59506,-73.80332,1235.0,1332.0,NB,57.0,0
102,51385,B,SUNDAY,B64,NB,1307,1353,6.69,STILLWELL AV / MERMAID AV,SHORE RD / MACKAY PL,Local,40.577057,-73.98109000000001,40.637074,-74.03609,1145.0,1229.0,SB,40.637203,-73.98099,1445.0,1529.0,SB,44.0,0
103,51386,M,SUNDAY,M2,SB,1238,1353,9.417,168 ST / AUDUBON AV,4 AV / E 9 ST,Limited,40.840645,-73.93854499999999,40.73028,-73.990524,1108.0,1213.0,NB,40.731342,-73.93843000000001,1420.0,1528.0,NB,68.0,0
104,51387,B,SUNDAY,B69,SB,1956,2032,6.051,SANDS ST / PEARL ST,MC DONALD AV / CORTELYOU RD,Local,40.69992,-73.9876,40.63819,-73.97894000000001,1825.0,1909.0,NB,40.63816,-73.98765,2055.0,2136.0,NB,41.0,0
